base_torque,imu_pitch,imu_roll,offset_front,offset_rear,omega_body,omega_rel,theta_body,theta_front,theta_rear,theta_rel,timestamp,type,u_front,u_rear
0.4999995326442335,,,0.36915390332183595,0.36915390332183595,,,,,,,1.769399642944336,control,0.24999976632211676,0.24999976632211676
,0.004932733729841083,0.0005851862691385489,,,-0.003979800918901425,58.42741779851325,-0.002087829326993684,0.5612419001676279,0.5475050307742372,0.5543734654709325,1.7746524810791016,state,,
0.4999995326442335,,,0.3917708252553992,0.3917708252553992,,,,,,,1.7746634483337402,control,0.24999976632211732,0.2499997663221162
,-0.0054236751867500045,-1.526948227409268e-05,,,-0.0016020507156584045,62.67428882968545,-0.002059525570084662,0.9386343944064472,0.9320375282892385,0.9353359613478429,1.7796993255615234,state,,
0.4999995326442335,,,0.4139354087502912,0.4139354087502912,,,,,,,1.779707670211792,control,0.2499997663221162,0.24999976632211732
,0.008170314541912228,0.0029132727628943277,,,0.0008099424200701971,67.55231121664099,-0.0018640797435637833,1.3436608223343292,1.3578064876071465,1.3507336549707378,1.7847638130187988,state,,
0.4999995326442335,,,0.4356567005752854,0.4356567005752854,,,,,,,1.7847716808319092,control,0.24999976632211676,0.24999976632211676
,-0.0014331577312002117,0.0035993895983905577,,,0.009857016205652559,72.88425084331554,-0.0015833155269442205,1.7952479338484395,1.8047827940967538,1.8000153639725966,1.7901451587677002,state,,
0.4999995326442335,,,0.45694356656377966,0.45694356656377966,,,,,,,1.7901546955108643,control,0.24999976632211676,0.24999976632211676
,-0.00631020926894544,-0.002384355372501638,,,0.014943041633655972,76.51438033454414,-0.001492367455779282,2.257450703731409,2.2232744380777656,2.2403625709045873,1.7954621315002441,state,,
0.4999995326442335,,,0.477804695232504,0.477804695232504,,,,,,,1.795475721359253,control,0.24999976632211676,0.24999976632211676
,-0.008999598339542591,0.001445806350250974,,,0.01677773970907652,81.27352903236618,-0.001393811840686113,2.7277908547217367,2.717157985444647,2.722474420083192,1.8004226684570312,state,,
0.4999995326442335,,,0.498248601327854,0.498248601327854,,,,,,,1.800431728363037,control,0.24999976632211676,0.24999976632211676
,-0.001093029257220338,0.002467542046071611,,,0.023082699861365734,84.8382393881705,-0.001118907854777721,3.1981043718830735,3.208695116928441,3.203399744405757,1.8055410385131836,state,,
-0.5,,,0.45828362930129685,0.45828362930129685,,,,,,,1.8055505752563477,control,-0.25,-0.25
,-0.0017082608845124868,0.0053591202888537805,,,0.029866815022493835,87.4603405340066,-0.0007596608810955072,3.6753931907932476,3.6894737750876807,3.682433482940464,1.8106598854064941,state,,
-0.5,,,0.41911795671527086,0.41911795671527086,,,,,,,1.8106689453125,control,-0.25,-0.25
,-0.0033348980243273897,0.0009142743869724375,,,0.03324350653167842,87.48430493813643,-0.0005388203472388531,4.1169613519515735,4.123511473985823,4.120236412968698,1.815718412399292,state,,
-0.5,,,0.3807355975809654,0.3807355975809654,,,,,,,1.8157269954681396,control,-0.24999999999999556,-0.25000000000000444
,-0.006177351064001072,0.002245607218684845,,,0.03509121568248665,83.26518648981474,-0.000333581650140569,4.465584271073747,4.473241708453675,4.469412989763711,1.8210036754608154,state,,
-0.5,,,0.34312088562934606,0.34312088562934606,,,,,,,1.8210134506225586,control,-0.25,-0.25
,0.0076294779527636405,-0.0058163564060964975,,,0.03701741595505899,80.36598311391485,-0.00016893745997757485,4.821367605945429,4.8288336950605055,4.825100650502968,1.8261327743530273,state,,
-0.5,,,0.30625846791675915,0.30625846791675915,,,,,,,1.8261423110961914,control,-0.25000000000000444,-0.24999999999999556
,-0.0027146677315127567,0.0010761912249930387,,,0.04211348533953646,75.68780388844206,0.00011798263058715795,5.137824711547038,5.120343558662556,5.129084135104797,1.8313255310058594,state,,
-0.5,,,0.27013329855842394,0.27013329855842394,,,,,,,1.8313345909118652,control,-0.25,-0.25
,-0.006435919667032747,0.00045351221516898196,,,0.04800708712841881,71.1031787677397,0.00040127860370610684,5.3998668197187465,5.4234000881316335,5.41163345392519,1.8366329669952393,state,,
-0.5,,,0.23473063258725543,0.23473063258725543,,,,,,,1.8366448879241943,control,-0.25,-0.25
,-0.001084824427421004,0.002743981669039104,,,0.050840875775723944,64.68198205117929,0.0007273496394529102,5.641119807074863,5.624573881686103,5.632846844380483,1.8416118621826172,state,,
-0.5,,,0.20003601993551032,0.20003601993551032,,,,,,,1.841620683670044,control,-0.25,-0.25
,-0.0006813347007159462,0.004435817315420484,,,0.04935445128065194,58.96511886264265,0.0010066462590301117,5.84131042282594,5.832061047474312,5.836685735150126,1.8467555046081543,state,,
-0.5,,,0.1660352995368001,0.1660352995368001,,,,,,,1.846766471862793,control,-0.25,-0.25
,-0.0033313342192352146,-0.0015730083139722081,,,0.053680018447024566,52.60470104670386,0.0012609381381393989,5.985571840868416,6.011388252791592,5.998480046830004,1.8518664836883545,state,,
-0.5,,,0.1327145935460641,0.1327145935460641,,,,,,,1.8518760204315186,control,-0.24999999999999556,-0.25000000000000444
,-0.00444126349071108,-0.006439564334320672,,,0.05697720406725057,46.631256567366975,0.0014116465083207526,6.137449262808691,6.135682753290694,6.136566008049693,1.856956958770752,state,,
-0.5,,,0.10006030167514282,0.10006030167514282,,,,,,,1.8569655418395996,control,-0.25,-0.25
,0.007123526415829008,-0.0116013194520098,,,0.06065872581467888,40.10623340173222,0.0015734244458062957,6.219965639065105,6.246530772931623,6.233248205998364,1.862149953842163,state,,
-0.5,,,0.06805909564163996,0.06805909564163996,,,,,,,1.862159013748169,control,-0.25,-0.25
,0.002470285128290194,-0.00036917855601226976,,,0.06410485354808765,34.371988113057355,0.0019191935782201946,6.307126511142852,6.320563085465647,6.313844798304249,1.8674447536468506,state,,
-0.5,,,0.036697913728807166,0.036697913728807166,,,,,,,1.867455244064331,control,-0.24999999999999556,-0.25000000000000444
,0.008920590543008497,0.0033030444230829066,,,0.06309408662730195,27.673792928172187,0.0022996826968083037,6.343715093802356,6.347502257394103,6.345608675598229,1.8725159168243408,state,,
-0.5,,,0.005963955454231021,0.005963955454231021,,,,,,,1.8725247383117676,control,-0.25,-0.25
,1.5612379997816825e-05,-0.0016589537907631489,,,0.06437931554059223,21.47221578623199,0.0025563842142653204,6.364091579320172,6.344445598317508,6.35426858881884,1.8776984214782715,state,,
-0.5,,,-0.024155323654853598,-0.024155323654853598,,,,,,,1.8777081966400146,control,-0.25,-0.25
,-0.0007887864866271388,0.0034619793605316466,,,0.06158988062438285,14.581242100991732,0.002819848603621804,6.3150579363769195,6.319945157326247,6.317501546851583,1.8828346729278564,state,,
-0.5,,,-0.05367221718175652,-0.05367221718175652,,,,,,,1.8828437328338623,control,-0.24999999999999556,-0.25000000000000444
,-0.009925949587185496,-0.0044872942997914176,,,0.06568705458628998,9.361157349441381,0.002990048116586549,6.277654003209116,6.284800205674889,6.281227104442003,1.887892484664917,state,,
-0.5,,,-0.08259877283812139,-0.08259877283812139,,,,,,,1.8879024982452393,control,-0.25000000000000444,-0.24999999999999556
,0.0066351827531663165,0.0027305506756676165,,,0.06807340400578696,3.193702017424265,0.003398897724728361,6.201361507059689,6.1967135215207625,6.199037514290225,1.8931334018707275,state,,
-0.5,,,-0.11094679738135896,-0.11094679738135896,,,,,,,1.8931434154510498,control,-0.24999999999999556,-0.25000000000000444
,-0.000590499386262394,-0.0016126354730016273,,,0.06695336166322047,-3.0417584843429277,0.0036050703326546032,6.090519639721668,6.07865693175325,6.084588285737459,1.8983535766601562,state,,
-0.5,,,-0.13872786143373178,-0.13872786143373178,,,,,,,1.8983631134033203,control,-0.24999999999999556,-0.25000000000000444
,0.006529858626230452,0.003069895713905067,,,0.06659799958632015,-9.673011476259914,0.003957146186164322,5.9284458476314965,5.932921270569521,5.930683559100508,1.9034101963043213,state,,
-0.5,,,-0.16595330420505713,-0.16595330420505713,,,,,,,1.903419017791748,control,-0.24999999999999556,-0.25000000000000444
